ISO 3166-1 numeric code,Location,Time,Age,Both sexes combined,Female,Male
124,            Canada,2085,60-64,   3 081,   1 528,   1 553
124,            Canada,2085,65-69,   3 027,   1 508,   1 519
124,            Canada,2085,70-74,   2 906,   1 458,   1 449
124,            Canada,2085,75-79,   2 752,   1 394,   1 357
124,            Canada,2085,80-84,   2 411,   1 242,   1 169
124,            Canada,2085,85-89,   2 092,   1 116,    976
124,            Canada,2085,90-94,   1 441,    824,    617
124,            Canada,2085,95-99,    518,    330,    188
124,            Canada,2085,100+,    89,    64,    24
124,            Canada,2090,0-4,   2 682,   1 306,   1 376
124,            Canada,2090,5-9,   2 654,   1 293,   1 361
124,            Canada,2090,10-14,   2 617,   1 276,   1 341
124,            Canada,2090,15-19,   2 689,   1 316,   1 373
124,            Canada,2090,20-24,   2 874,   1 414,   1 460
124,            Canada,2090,25-29,   3 054,   1 507,   1 547
124,            Canada,2090,30-34,   3 175,   1 568,   1 607
124,            Canada,2090,35-39,   3 240,   1 600,   1 640
124,            Canada,2090,40-44,   3 259,   1 609,   1 649
124,            Canada,2090,45-49,   3 228,   1 595,   1 633
124,            Canada,2090,50-54,   3 182,   1 573,   1 610
124,            Canada,2090,55-59,   3 141,   1 554,   1 587
124,            Canada,2090,60-64,   3 107,   1 540,   1 566
124,            Canada,2090,65-69,   3 055,   1 520,   1 535
124,            Canada,2090,70-74,   2 976,   1 490,   1 485
124,            Canada,2090,75-79,   2 813,   1 424,   1 389
124,            Canada,2090,80-84,   2 573,   1 327,   1 246
124,            Canada,2090,85-89,   2 065,   1 102,    963
124,            Canada,2090,90-94,   1 448,    824,    624
124,            Canada,2090,95-99,    608,    383,    225
124,            Canada,2090,100+,    100,    73,    28
124,            Canada,2095,0-4,   2 744,   1 336,   1 408
124,            Canada,2095,5-9,   2 715,   1 323,   1 393
124,            Canada,2095,10-14,   2 681,   1 307,   1 374
124,            Canada,2095,15-19,   2 757,   1 349,   1 407
124,            Canada,2095,20-24,   2 935,   1 444,   1 491
124,            Canada,2095,25-29,   3 106,   1 532,   1 574
124,            Canada,2095,30-34,   3 226,   1 593,   1 633
124,            Canada,2095,35-39,   3 290,   1 625,   1 666
124,            Canada,2095,40-44,   3 314,   1 636,   1 678
124,            Canada,2095,45-49,   3 304,   1 631,   1 672
124,            Canada,2095,50-54,   3 252,   1 607,   1 645
124,            Canada,2095,55-59,   3 190,   1 578,   1 612
124,            Canada,2095,60-64,   3 134,   1 553,   1 581
124,            Canada,2095,65-69,   3 084,   1 533,   1 551
124,            Canada,2095,70-74,   3 009,   1 504,   1 504
124,            Canada,2095,75-79,   2 890,   1 460,   1 430
124,            Canada,2095,80-84,   2 647,   1 363,   1 284
124,            Canada,2095,85-89,   2 230,   1 191,   1 040
124,            Canada,2095,90-94,   1 458,    829,    629
124,            Canada,2095,95-99,    625,    392,    233
124,            Canada,2095,100+,    119,    85,    34
124,            Canada,2100,0-4,   2 797,   1 362,   1 435
124,            Canada,2100,5-9,   2 777,   1 353,   1 424
124,            Canada,2100,10-14,   2 742,   1 337,   1 405
124,            Canada,2100,15-19,   2 821,   1 380,   1 440
124,            Canada,2100,20-24,   3 003,   1 477,   1 526
124,            Canada,2100,25-29,   3 167,   1 561,   1 605
124,            Canada,2100,30-34,   3 277,   1 618,   1 660
124,            Canada,2100,35-39,   3 341,   1 650,   1 692
124,            Canada,2100,40-44,   3 365,   1 661,   1 704
124,            Canada,2100,45-49,   3 360,   1 658,   1 701
124,            Canada,2100,50-54,   3 329,   1 644,   1 685
124,            Canada,2100,55-59,   3 261,   1 612,   1 649
124,            Canada,2100,60-64,   3 186,   1 578,   1 608
124,            Canada,2100,65-69,   3 115,   1 548,   1 567
124,            Canada,2100,70-74,   3 044,   1 520,   1 523
124,            Canada,2100,75-79,   2 933,   1 478,   1 454
124,            Canada,2100,80-84,   2 737,   1 405,   1 331
124,            Canada,2100,85-89,   2 322,   1 236,   1 086
124,            Canada,2100,90-94,   1 606,    913,    693
124,            Canada,2100,95-99,    646,    405,    241
124,            Canada,2100,100+,    127,    91,    36
